original_title,release_date,budget,revenue,popularity,vote_average,vote_count,overview,genres
Bon Cop Bad Cop,Bon Cop Bad Cop,2006-07-06,8000000,12671300,5.069095,6.5,42,"When the body of the executive of hockey Benoit Brisset is found on the billboard of the border of Quebec and Ontario, the jurisdiction of the crime is shared between the two police forces and detectives David Bouchard from Montreal and Martin Ward from Toronto are assigned to work together. With totally different styles, attitudes and languages.","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]"
The Boondock Saints II: All Saints Day,The Boondock Saints II: All Saints Day,2009-11-24,8000000,10629321,13.517017000000001,5.9,261,"Skillfully framed by an unknown enemy for the murder of a priest, wanted vigilante MacManus brothers Murphy and Connor must come out of hiding on a sheep farm in Ireland to fight for justice in Boston.","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
Easy A,Easy A,2010-09-10,8000000,74952305,45.395839,6.7,2210,"After a little white lie about losing her virginity gets out, a clean cut high school girl sees her life paralleling Hester Prynne's in ""The Scarlet Letter,"" which she is currently studying in school - until she decides to use the rumor mill to advance her social and financial standing.","[{""id"": 35, ""name"": ""Comedy""}]"
Shadow of the Vampire,Shadow of the Vampire,2000-05-15,8000000,8279017,5.93923,6.6,148,"Director F.W. Murnau (John Malkovich) makes a Faustian pact with a vampire (Willem Dafoe) to get him to star in his 1922 film ""Nosferatu.""","[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]"
Prom,Prom,2011-04-29,8000000,10130000,11.837067,5.7,134,"At “Prom,” every couple has a story and no two are exactly alike. As the big dance approaches for Nova Prescott, it’s a battle of wills as she finds herself drawn to the guy who gets in the way of her perfect prom. Fellow seniors Mei and Tyler harbor secrets, while others face all the insecurity and anticipation that surrounds one of high school’s most seminal events.","[{""id"": 35, ""name"": ""Comedy""}]"
Anomalisa,Anomalisa,2015-12-30,8000000,5659286,21.024345999999998,7.0,459,A man crippled by the mundanity of his life experiences something out of the ordinary.,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Another Year,Another Year,2010-11-05,8000000,18124262,7.235794,7.0,97,"Mike Leigh’s much praised 2010 tragicomical drama. During a year, a very content couple approaching retirement are visited by friends and family less happy with their lives.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Showdown in Little Tokyo,Showdown in Little Tokyo,1991-08-23,8000000,2275557,8.403858999999999,5.7,95,"An American with a Japanese upbringing, Chris Kenner is a police officer assigned to the Little Tokyo section of Los Angeles. Kenner is partnered with Johnny Murata, a Japanese-American who isn't in touch with his roots. Despite their differences, both men excel at martial arts, and utilize their formidable skills when they go up against Yoshida, a vicious yakuza drug dealer with ties to Kenner's past.","[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
It's Kind of a Funny Story,It's Kind of a Funny Story,2010-07-06,8000000,6491240,13.143045,6.9,672,A clinically depressed teenager gets a new start after he checks himself into an adult psychiatric ward.,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
Prefontaine,Prefontaine,1997-01-24,8000000,589304,8.717235,6.7,21,"It's the true-life story of legendary track star Steve Prefontaine, the exciting and sometimes controversial ""James Dean of Track,"" whose spirit captured the heart of the nation! Cocky, charismatic, and tough, ""Pre"" was a running rebel who defied rules, pushed limits ... and smashed records ...","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Begin Again,Begin Again,2013-09-07,8000000,63464861,35.735689,7.3,1254,"Gretta's celebrity boyfriend breaks up with her after a long-term relationship, leaving the singer to find success on her own. With the help of record producer, Dan and hip-hop celebrity, Trouble Gum, Gretta strives to fulfil her musical ambitions.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]"
Down in the Valley,Down in the Valley,2005-05-13,8000000,852872,7.433574,5.9,63,"On a trip to the beach, a teenage girl named Tobe meets a charismatic stranger named Harlan, who dresses like a cowboy and claims to be a former ranch hand. The pair feel an instant attraction and begin a relationship, but her father, a lawman, is suspicious of her lover.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]"
Brooklyn Rules,Brooklyn Rules,2007-04-30,8000000,458232,4.090382,5.8,18,"Brooklyn, 1985. With the mob world as a backdrop, three life-long friends struggle with questions of love, loss and loyalty.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]"
Fido,Fido,2006-09-07,8000000,426224,5.244518,6.6,135,"Timmy Robinson's best friend in the whole wide world is a six-foot tall rotting zombie named Fido. But when Fido eats the next-door neighbor, Mom and Dad hit the roof, and Timmy has to go to the ends of the earth to keep Fido a part of the family. A boy-and-his-dog movie for grown ups, ""Fido"" will rip your heart out.","[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}]"
Wild Target,Wild Target,2010-06-17,8000000,3453043,10.791953999999999,6.4,215,"Victor Maynard is a middle-aged, solitary assassin, who lives to please his formidable mother, despite his own peerless reputation for lethal efficiency. His professional routine is interrupted when he finds himself drawn to one of his intended victims, Rose. He spares her life, unexpectedly acquiring in the process a young apprentice, Tony. Believing Victor to be a private detective, his two new companions tag along, while he attempts to thwart the murderous attentions of his unhappy client","[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}]"
10th & Wolf,10th & Wolf,2006-02-19,8000000,143451,3.9424639999999997,6.3,24,"A former street tough returns to his Philadelphia home after a stint in the military. Back on his home turf, he once again finds himself tangling with the mob boss who was instrumental in his going off to be a soldier.","[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]"
Aloft,Aloft,2014-02-12,8000000,53086,6.5008349999999995,5.1,41,"As we follow a mother and her son, we delve into a past marred by an accident that tears them apart. She will become a renowned artist and healer, and he will grow into his own and a peculiar falconer who bears the marks of a double absence. In the present, a young journalist will bring about an encounter between the two that puts the very meaning of life and art into question, so that we may contemplate the possibility of living life to its fullest, despite the uncertainties littering our paths.","[{""id"": 18, ""name"": ""Drama""}]"
アキラ,Akira,1988-07-16,8000000,553171,39.338097,7.8,773,"Childhood friends Tetsuo and Kaneda are pulled into the post-apocalyptic underworld of Neo-Tokyo and forced to fight for their very survival. Kaneda is a bike gang leader, and Tetsuo is a member of a tough motorcycle crew who becomes involved in a covert government project called Akira. But a bloody battle ensues when Kaneda sets out to save his friend.","[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 16, ""name"": ""Animation""}]"
The Death and Life of Bobby Z,The Death and Life of Bobby Z,2007-07-23,22000000,413454,12.893219,5.8,103,"A DEA agent provides former Marine Tim Kearney with a way out of his prison sentence: impersonate Bobby Z, a recently deceased drug dealer, in a hostage switch with a crime lord. When the negotiations go awry, Kearney flees, with Z's son in tow.","[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
Maurice Richard,The Rocket: The Legend of Rocket Richard,2005-10-25,8000000,2019009,0.983484,6.1,17,"In the late 1930s, a young machinist named Maurice Richard distinguished himself as a ice hockey player of preternatural talent. Although that was enough to get him into the Montreal Canadiens, his frequent injuries cost him the confidence of his team and the fans. In the face of these doubts, Richard eventually shows the kind of aggressive and skillful play that would make him one of the greatest players of all time as ""The Rocket."" However for all his success, Richard and his fellow French Canadians face constant discrimination in a league dominated by the English speaking. Although a man of few words, Richard begins to speak his own mind about the injustice which creates a organizational conflict that would culminate in his infamous 1955 season suspension that sparks an ethnic riot in protest. In the face of these challenges, Richard must decide who exactly is he playing for.","[{""id"": 18, ""name"": ""Drama""}]"
Swimming Pool,Swimming Pool,2003-05-18,7800000,22441323,11.000653999999999,6.4,153,"In the middle of this amusing thriller is a relationship between two different types of females, one is a well know British author and the other is a sex-crazed French teen. The two get into some relationship trouble while living together in this film of psychological imagery and an erotic exploration of the female body.","[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]"
Driving Miss Daisy,Driving Miss Daisy,1989-12-13,7500000,145793296,19.585801,7.0,350,The story of an old Jewish widow named Daisy Werthan and her relationship with her colored chauffeur Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters in a time when those types of relationships where shunned upon. Oscar winning tragic comedy with a star-studded cast and based on a play of the same name by Alfred Uhry.,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
紅番區,Rumble in the Bronx,1995-01-30,7500000,32392047,17.318839,6.5,240,"Keong comes from Hong Kong to visit New York for his uncle's wedding. His uncle runs a market in the Bronx and Keong offers to help out while Uncle is on his honeymoon. During his stay in the Bronx, Keong befriends a neighbor kid and beats up some neighborhood thugs who cause problems at the market. One of those petty thugs in the local gang stumbles into a criminal situation way over his head.","[{""id"": 80, ""name"": ""Crime""}, {""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}]"
Thank You for Smoking,Thank You for Smoking,2005-09-05,6500000,24793509,29.01153,7.1,664,"The chief spokesperson and lobbyist Nick Naylor is the Vice-President of the Academy of Tobacco Studies. He is talented in speaking and spins argument to defend the cigarette industry in the most difficult situations. His best friends are Polly Bailey that works in the Moderation Council in alcohol business, and Bobby Jay Bliss of the gun business own advisory group SAFETY. They frequently meet each other in a bar and they self-entitle the Mod Squad a.k.a. Merchants of Death, disputing which industry has killed more people. Nick's greatest enemy is Vermont's Senator Ortolan Finistirre, who defends in the Senate the use a skull and crossed bones in the cigarette packs. Nick's son Joey Naylor lives with his mother, and has the chance to know his father in a business trip. When the ambitious reporter Heather Holloway betrays Nick disclosing confidences he had in bed with her, his life turns upside-down. But Nick is good in what he does for the mortgage.","[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]"
