original_title,title,release_date,budget,revenue,popularity,vote_average,vote_count
High Anxiety,High Anxiety,1977-12-25,3400000,31063038,5.690619,6.5,84
La Marche de l'empereur,March of the Penguins,2005-01-26,8000000,127392239,17.537154,6.9,358
Margin Call,Margin Call,2011-09-28,3500000,19504039,26.259389000000002,6.7,524
Choke,Choke,2008-09-26,3000000,3830137,11.637458,6.0,127
Whiplash,Whiplash,2014-10-10,3300000,13092000,192.528841,8.3,4254
Cidade de Deus,City of God,2002-02-05,3300000,30641770,44.356711,8.1,1814
Human Traffic,Human Traffic,1999-06-04,600000,4000000,4.859873,6.8,97
Jagten,The Hunt,2012-08-28,3800000,16800000,21.826888,7.9,927
Opposite Sex,The Opposite Sex,2014-11-08,3300000,45000,2.964785,4.1,9
Dreaming of Joseph Lees,Dreaming of Joseph Lees,1999-10-29,2000000,7,0.11615,8.0,1
Rosemary's Baby,Rosemary's Baby,1968-06-12,3200000,33395426,26.180367,7.5,863
The Man Who Shot Liberty Valance,The Man Who Shot Liberty Valance,1962-04-22,3200000,8000000,11.735287,7.4,265
Beginners,Beginners,2010-09-11,3200000,5332926,11.933449000000001,6.8,347
Animal House,Animal House,1978-07-27,2700000,141000000,17.332585,7.0,418
Goldfinger,Goldfinger,1964-09-17,2500000,124881062,47.812466,7.2,987
It's a Wonderful Life,It's a Wonderful Life,1946-12-20,3180000,9644124,42.868495,8.0,1076
Trainspotting,Trainspotting,1996-02-23,4000000,16491080,63.513324,7.8,2655
Paranormal Activity 2,Paranormal Activity 2,2010-10-20,3000000,177512032,22.789649,5.7,722
Bowling for Columbine,Bowling for Columbine,2002-10-09,4000000,35564473,11.414843,7.3,453
A Nightmare on Elm Street Part 2: Freddy's Revenge,A Nightmare on Elm Street Part 2: Freddy's Revenge,1985-10-31,3000000,29999213,21.607228,5.7,361
A Room with a View,A Room with a View,1985-12-13,3000000,20966644,7.961558999999999,6.9,156
The Purge,The Purge,2013-05-31,3000000,89328627,54.40303299999999,6.0,2428
Sinister,Sinister,2012-03-29,3000000,77712439,41.045084,6.7,1573
Martin Lawrence Live: Runteldat,Martin Lawrence Live: Runteldat,2002-08-01,3000000,19184015,0.29522600000000004,5.0,1
Cat on a Hot Tin Roof,Cat on a Hot Tin Roof,1958-02-17,3000000,17570324,16.553594,7.6,165
Beneath the Planet of the Apes,Beneath the Planet of the Apes,1970-05-01,3000000,18999718,24.393296,6.2,361
Air Bud,Air Bud,1997-08-01,3000000,23144499,11.241802,5.3,106
Pokémon 3: The Movie,Pokémon: Spell of the Unknown,2000-07-08,16000000,68411275,9.18885,5.9,137
Friday the 13th Part VI: Jason Lives,Friday the 13th Part VI: Jason Lives,1986-08-01,3000000,19472057,11.158167,5.7,216
The Bridge on the River Kwai,The Bridge on the River Kwai,1957-10-02,3000000,33300000,23.109959,7.7,542
Spaced Invaders,Spaced Invaders,1990-04-27,3000000,15369573,1.586598,4.7,25
Family Plot,Family Plot,1976-04-09,2000000,7900000,3.8328580000000003,6.7,86
The Apartment,The Apartment,1960-06-15,3000000,25000000,22.889294,8.1,483
Jason Goes to Hell: The Final Friday,Jason Goes to Hell: The Final Friday,1993-08-13,3000000,15938065,10.341982000000002,4.2,193
Torn Curtain,Torn Curtain,1966-07-13,3000000,13000000,7.924982000000001,6.4,120
Dave Chappelle's Block Party,Dave Chappelle's Block Party,2005-09-12,3000000,11718595,1.697846,6.4,28
Elmer Gantry,Elmer Gantry,1960-06-19,3000000,10400000,6.734964999999999,7.3,41
Judgment at Nuremberg,Judgment at Nuremberg,1961-12-01,3000000,10000000,13.338539,7.6,155
Red River,Red River,1948-08-26,3000000,9012000,5.3448150000000005,7.3,82
Before Midnight,Before Midnight,2013-04-05,3000000,11176469,23.299907,7.4,568
Phantasm II,Phantasm II,1988-07-08,3000000,7282851,5.003615,6.3,94
Woman Thou Art Loosed,Woman Thou Art Loosed,2004-09-30,3000000,6804016,0.019984000000000002,5.0,3
East Is East,East Is East,1999-05-14,3800000,28200000,3.6673720000000003,6.5,59
Kama Sutra - A Tale of Love,Kama Sutra - A Tale of Love,1996-09-11,3000000,4109095,3.937939,5.7,35
Willy Wonka & the Chocolate Factory,Willy Wonka & the Chocolate Factory,1971-06-29,3000000,4000000,23.981601,7.4,798
Jawbreaker,Jawbreaker,1999-01-30,3000000,3076820,4.337685,5.9,90
Basquiat,Basquiat,1996-08-09,2962051,3011195,3.6366339999999995,6.6,94
Tsotsi,Tsotsi,2005-08-18,3000000,9879971,2.504169,6.9,94
Happiness,Happiness,1998-10-16,3000000,2807390,10.757539,7.4,194
Tusk,Tusk,2014-09-19,2800000,1826705,15.754614000000002,5.1,366
올드보이,Oldboy,2003-01-01,3000000,14980005,56.763490000000004,8.0,1945
Hobo with a Shotgun,Hobo with a Shotgun,2011-05-06,3000000,748453,16.900433,5.7,211
Fish Tank,Fish Tank,2009-05-14,3000000,2357852,12.68672,6.9,250
Bachelorette,Bachelorette,2012-08-06,3000000,11947954,20.952820000000003,5.3,444
The Divide,The Divide,2011-03-13,3000000,22000,11.882563000000001,5.7,197
Demonic,Demonic,2015-02-12,3000000,3387000,12.564554,4.9,148
Point Blank,Point Blank,1967-08-30,2500000,3200000,5.164423,7.1,95
Central do Brasil,Central Station,1998-01-16,2900000,5596708,5.928937,7.6,126
Pocketful of Miracles,Pocketful of Miracles,1961-12-18,2900000,5000000,3.370225,7.3,25
Freakonomics,Freakonomics,2010-10-01,3000000,103735,1.7814619999999999,6.6,36
Hustle & Flow,Hustle & Flow,2005-07-22,8000000,23563727,6.39503,6.9,99
Some Like It Hot,Some Like It Hot,1959-03-18,2883848,25000000,39.30982,8.0,808
Friday the 13th Part VII: The New Blood,Friday the 13th Part VII: The New Blood,1988-05-13,2800000,19170001,9.070841999999999,5.3,192
The Wizard of Oz,The Wizard of Oz,1939-08-15,2777000,33754967,67.417542,7.4,1642
Young Frankenstein,Young Frankenstein,1974-12-15,2800000,86273333,36.444894,7.7,854
Diary of the Dead,Diary of the Dead,2007-09-08,2000000,5364858,15.351412,5.4,190
The Black Stallion,The Black Stallion,1979-10-17,2700000,37799643,11.35972,7.0,59
Donovan's Reef,Donovan's Reef,1963-06-12,2686000,6600000,1.8972630000000001,6.0,30
A Guy Named Joe,A Guy Named Joe,1944-03-01,2627000,5363000,0.5314439999999999,6.0,8
Blazing Saddles,Blazing Saddles,1974-02-07,2600000,119500000,22.793929000000002,7.2,609
Friday the 13th: The Final Chapter,Friday the 13th: The Final Chapter,1984-04-13,2600000,32980880,14.013414000000001,5.9,237
Ida,Ida,2013-10-25,2159280,10700000,13.265432,7.1,260
Riding Giants,Riding Giants,2004-07-09,2600000,3166000,0.8959459999999999,7.6,23
Los cronocrímenes,Timecrimes,2007-09-20,2600000,553198,19.02965,7.0,308
Singin' in the Rain,Singin' in the Rain,1952-04-10,2540800,7200000,36.556954,7.8,727
A Haunted House,A Haunted House,2013-01-11,2500000,60141683,18.661541,5.4,516
2016: Obama's America,2016: Obama's America,2012-07-13,2500000,33400000,0.973582,4.6,19
Halloween III: Season of the Witch,Halloween III: Season of the Witch,1982-10-22,2500000,14400000,12.030456,5.0,229
Escape from the Planet of the Apes,Escape from the Planet of the Apes,1971-05-20,2500000,12348905,18.30961,6.3,264
Hud,Hud,1963-05-29,2500000,10000000,6.82919,7.5,66
Garden State,Garden State,2004-07-28,2500000,26781723,30.583959000000004,7.1,618
Before Sunrise,Before Sunrise,1995-01-27,2500000,5535405,23.672570999999998,7.7,959
Robot & Frank,Robot & Frank,2012-08-16,2500000,3325038,23.419061,6.8,450
The Spectacular Now,The Spectacular Now,2013-08-02,2500000,6854611,25.722747000000002,6.8,1048
Eye of the Dolphin,Eye of the Dolphin,2007-08-24,2500000,71904,0.30188400000000004,7.1,7
Sleep Dealer,Sleep Dealer,2008-12-10,2500000,107559,4.624691,6.0,40
Super,Super,2010-09-09,2500000,324138,12.204569000000001,6.6,441
Get on the Bus,Get on the Bus,1996-10-16,2400000,5731103,4.623059,7.0,11
Idiocracy,Idiocracy,2006-09-01,30000000,495303,27.940093,6.3,664
This Is England,This Is England,2006-09-12,2380000,8176544,8.395624,7.4,363
Bathing Beauty,Bathing Beauty,1944-07-01,2361000,6892000,0.628051,7.0,4
Show Boat,Show Boat,1951-07-13,2300000,11000000,1.606314,6.9,18
Fantasia,Fantasia,1940-11-13,2280000,83320000,32.875469,7.2,808
Friday the 13th Part III,Friday the 13th Part III,1982-08-13,4000000,36690067,14.206525,5.7,254
Friday the 13th: A New Beginning,Friday the 13th: A New Beginning,1985-03-22,2200000,21930418,12.639469,5.1,196
The Valley of Decision,The Valley of Decision,1945-06-01,2160000,9132000,0.1813,5.8,4
The Best Years of Our Lives,The Best Years of Our Lives,1946-12-25,2100000,23650000,8.38717,7.6,143
[REC],[REC],2007-04-10,1500000,30448000,31.691616999999997,7.1,934
From Russia with Love,From Russia with Love,1963-10-11,2000000,78898765,41.298722999999995,6.9,760
Sleeper,Sleeper,1973-12-17,2000000,18344729,10.664202000000001,7.0,200
It Follows,It Follows,2015-02-04,2000000,14674076,100.87679399999999,6.6,1832
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,1972-08-06,2000000,18016290,13.223111,6.6,215
To Kill a Mockingbird,To Kill a Mockingbird,1962-12-25,2000000,13129846,22.139842,8.0,657
Mad Max 2,Mad Max 2: The Road Warrior,1981-12-24,2000000,24600832,37.117362,7.3,957
Boys Don't Cry,Boys Don't Cry,1999-09-02,2000000,11540607,15.557144000000001,7.2,353
Silent House,Silent House,2011-01-21,2000000,13101672,11.666319999999999,5.2,125
Das Leben der Anderen,The Lives of Others,2006-03-15,2000000,70000000,34.938177,7.9,958
Courageous,Courageous,2011-09-30,1000000,34522221,5.961119,6.8,77
The Hustler,The Hustler,1961-09-25,2000000,7600000,17.639478,7.6,240
Boom Town,Boom Town,1940-08-30,2000000,9172000,1.867004,6.5,8
Les triplettes de Belleville,The Triplets of Belleville,2003-06-11,8000000,1477676,13.944645000000001,7.3,231
Before Sunset,Before Sunset,2004-02-10,2700000,15992615,14.799323000000001,7.6,718
Amores perros,Amores perros,2000-06-16,2000000,20908467,23.281616,7.6,521
Thirteen,Thirteen,2003-08-20,2000000,4601043,20.331592999999998,6.7,339
Gentleman's Agreement,Gentleman's Agreement,1947-11-11,2000000,7800000,5.381536,6.8,47
Winter's Bone,Winter's Bone,2010-06-11,2000000,13831503,20.834882999999998,6.8,565
Alexander's Ragtime Band,Alexander's Ragtime Band,1938-05-24,2000000,4000000,0.48397399999999996,4.8,6
Inside Job,Inside Job,2010-10-08,2000000,7871522,16.930914,7.7,286
We Are Your Friends,We Are Your Friends,2015-08-26,6000000,11122090,28.819423999999998,6.3,658
Harsh Times,Harsh Times,2005-09-11,2000000,5967038,12.999023,6.3,197
Captive,Captive,2015-09-17,2000000,2801508,6.7288820000000005,5.6,92
Full Frontal,Full Frontal,2002-08-02,2000000,2506446,1.9568599999999998,4.8,26
Shortbus,Shortbus,2006-05-20,2000000,5179037,14.846001000000001,6.3,140
Vals Im Bashir,Waltz with Bashir,2008-06-25,2000000,11125849,14.082510000000001,7.8,291
"The Book of Mormon Movie, Volume 1: The Journey","The Book of Mormon Movie, Volume 1: The Journey",2003-09-12,2000000,1672730,0.031947,5.0,2
No End in Sight,No End in Sight,2007-07-27,2000000,1431623,2.2837959999999997,7.2,23
The Diary of a Teenage Girl,The Diary of a Teenage Girl,2015-08-07,2000000,1477002,18.224326,6.8,279
Inside Deep Throat,Inside Deep Throat,2005-02-11,2000000,653621,3.9800720000000003,6.8,31
The Virginity Hit,The Virginity Hit,2010-09-10,2000000,563706,3.125382,4.6,19
Subway,Subway,1985-04-10,2000000,390659,5.261065,6.3,86
Six-String Samurai,Six-String Samurai,1998-09-18,2000000,124494,1.8921830000000002,5.8,36
It's All Gone Pete Tong,It's All Gone Pete Tong,2004-09-12,2000000,120620,3.9114449999999996,7.1,52
Saint John of Las Vegas,Saint John of Las Vegas,2009-06-10,3800000,111731,2.559806,5.9,18
Stonewall,Stonewall,2015-09-18,13500000,187674,5.16023,5.2,32
Roadside Romeo,Roadside Romeo,2008-10-24,7000000,1100000,0.25359499999999996,6.7,3
Return of the Living Dead 3,Return of the Living Dead 3,1993-10-01,2000000,54207,7.502934,5.9,88
Sherrybaby,Sherrybaby,2006-09-08,2000000,622806,4.261508999999999,6.3,41
Stitches,Stitches,2012-05-19,100000,95000,7.4477139999999995,5.5,92
Bananas,Bananas,1971-04-28,2000000,11833696,5.941852,6.7,165
Buried,Buried,2010-09-24,1987650,19152480,32.841229,6.6,827
The Last Exorcism,The Last Exorcism,2010-08-27,1800000,67738090,14.838985999999998,5.6,328
A Streetcar Named Desire,A Streetcar Named Desire,1951-09-18,1800000,8000000,14.884756,7.6,281
Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964-01-29,1800000,9440272,41.996783,8.0,1442
Beasts of the Southern Wild,Beasts of the Southern Wild,2012-06-29,1800000,21107746,12.471239,6.8,403
Battle for the Planet of the Apes,Battle for the Planet of the Apes,1973-06-15,1700000,8844595,13.315382999999999,5.5,215
Higher Ground,Higher Ground,2011-08-26,2000000,841733,1.6991009999999998,5.3,14
Hang 'em High,Hang 'em High,1968-07-31,1800000,6800000,11.756943,6.7,192
Lola rennt,Run Lola Run,1998-08-20,1530000,7267585,27.36562,7.2,664
May,May,2002-01-13,500000,150277,8.650779,6.3,152
Conquest of the Planet of the Apes,Conquest of the Planet of the Apes,1972-06-29,1700000,9700000,18.828682999999998,6.1,236
I Spit on Your Grave,I Spit on Your Grave,2010-06-17,2000000,572809,26.281839,6.3,519
"Happy, Texas","Happy, Texas",1999-12-03,1700000,1943649,2.079125,5.5,39
Dabba,The Lunchbox,2013-09-19,1000000,4235151,14.017809,7.3,221
You Can't Take It With You,You Can't Take It With You,1938-08-23,1644736,7433101,3.426314,7.2,79
From Here to Eternity,From Here to Eternity,1953-08-04,1650000,30500000,6.915201,7.2,133
She Wore a Yellow Ribbon,She Wore a Yellow Ribbon,1949-10-22,1600000,5400000,8.535178,7.1,61
The Conversation,The Conversation,1974-04-07,1600000,4420000,20.810292,7.5,372
Waitress,Waitress,2007-05-25,2000000,22179430,9.672989999999999,6.7,129
Bloodsport,Bloodsport,1988-02-26,1500000,11806119,17.49699,6.6,363
Mr. Smith Goes to Washington,Mr. Smith Goes to Washington,1939-10-19,1500000,9600000,12.2624,7.9,241
Kids,Kids,1995-07-28,1500000,7412216,13.291991000000001,6.8,279
The Squid and the Whale,The Squid and the Whale,2005-10-05,1500000,11098131,13.788054,6.9,226
Kissing Jessica Stein,Kissing Jessica Stein,2001-04-21,1000000,10013424,3.990215,5.9,48
Spellbound,Spellbound,1945-12-28,1500000,7000000,11.145914999999999,7.3,160
Buffalo '66,Buffalo '66,1998-01-20,1500000,2375097,10.009994,7.1,166
Insidious,Insidious,2010-09-13,1500000,97009150,58.594852,6.8,1737
Repo Man,Repo Man,1984-02-20,1500000,2300000,11.353439999999999,6.7,144
The Ballad of Jack and Rose,The Ballad of Jack and Rose,2005-03-25,1500000,712294,3.618646,6.5,43
The To Do List,The To Do List,2013-07-24,1500000,3566225,15.017068,5.5,342
Killing Zoe,Killing Zoe,1993-10-01,1500000,418961,5.817519,6.1,111
The Believer,The Believer,2001-01-19,1500000,416925,9.856826,6.8,151
Session 9,Session 9,2001-08-10,1500000,373967,11.064228,6.2,251
Modern Times,Modern Times,1936-02-05,1,8500000,28.27648,8.1,856
My Name Is Bruce,My Name Is Bruce,2007-10-01,1500000,173066,7.5591,5.9,107
Pontypool,Pontypool,2009-03-06,1500000,32000,4.680206,6.6,183
The Lords of Salem,The Lords of Salem,2012-09-10,1500000,1165882,14.504326,5.1,242
Snow White and the Seven Dwarfs,Snow White and the Seven Dwarfs,1937-12-20,1488423,184925486,80.171283,6.9,1914
Shalako,Shalako,1968-11-06,1455000,2620000,3.598457,5.4,12
"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",1998-03-05,1350000,3897569,16.032594,7.5,1648
Vượt Sóng,Journey from the Fall,2006-02-22,1300000,639000,0.07206599999999999,5.0,1
Rebecca,Rebecca,1940-04-12,1288000,6000000,18.426825,7.7,336
Friday the 13th Part 2,Friday the 13th Part 2,1981-05-01,1250000,21722776,16.517777,6.0,315
The Lost Weekend,The Lost Weekend,1945-11-25,1250000,11000000,6.903314,7.4,112
C.H.U.D.,C.H.U.D.,1984-08-31,1250000,3412497,4.45544,5.3,62
Niagara,Niagara,1953-01-21,1250000,8500000,9.903992,6.7,79
How Green Was My Valley,How Green Was My Valley,1941-10-28,1250000,6000000,7.700189999999999,6.8,72
Saw,Saw,2004-10-01,1200000,103911669,63.655972999999996,7.2,2184
Super Troopers,Super Troopers,2001-01-18,3000000,18492362,16.312803,6.6,362
The Trouble with Harry,The Trouble with Harry,1955-10-03,1200000,7000000,6.920872999999999,6.9,149
Home Run,Home Run,2013-04-19,1200000,2861020,3.085411,6.3,24
Reservoir Dogs,Reservoir Dogs,1992-09-02,1200000,14661007,66.925866,8.0,3697
"Il buono, il brutto, il cattivo","The Good, the Bad and the Ugly",1966-12-23,1200000,6000000,88.377076,8.1,2311
"Pink Ribbons, Inc.","Pink Ribbons, Inc.",2011-09-11,900000,25000,0.097913,6.8,6
The Charge of the Light Brigade,The Charge of the Light Brigade,1936-10-20,1200000,2736000,2.968235,6.8,18
Airborne,Airborne,1993-09-17,2600000,2850263,8.001156,6.1,20
Waiting...,Waiting...,2005-10-07,3000000,18637690,10.230583,6.2,237
From a Whisper to a Scream,From a Whisper to a Scream,1987-09-25,1100000,1400000,1.220072,6.8,15
Serbuan maut,The Raid,2011-09-08,1100000,4105187,40.285095,7.3,1055
Casablanca,Casablanca,1942-11-26,878000,10462500,43.729123,7.9,1422
Rocky,Rocky,1976-11-21,1000000,117235147,72.19808,7.5,1791
Tom Jones,Tom Jones,1963-10-06,1000000,37600000,2.833166,6.1,39
Unfriended,Unfriended,2015-04-17,1000000,62882090,41.972328999999995,5.5,1047
Taxi Driver,Taxi Driver,1976-02-07,1300000,28262574,58.845025,8.0,2535
The Howling,The Howling,1981-04-03,1000000,17985893,6.5328550000000005,6.4,161
Dr. No,Dr. No,1962-10-04,950000,59600000,48.901542,6.9,940
Hellraiser,Hellraiser,1987-09-11,1000000,14564027,22.583834,6.9,449
God's Not Dead 2,God's Not Dead 2,2016-04-01,5000000,23507567,6.96858,5.7,72
Cry_Wolf,Cry_Wolf,2005-09-16,1000000,10047674,6.926926,5.6,126
Gojira ni-sen mireniamu,Godzilla 2000,1999-12-11,1000000,10037390,3.322721,5.9,43
Blue Valentine,Blue Valentine,2010-12-27,3500000,16566240,26.881611,6.9,890
Transamerica,Transamerica,2005-12-23,1000000,13350369,9.773398,6.9,144
The Devil Inside,The Devil Inside,2012-01-06,1000000,101758490,13.152822,4.6,262
Beyond the Valley of the Dolls,Beyond the Valley of the Dolls,1970-07-17,2090000,40000000,4.289003,6.6,53
Love Me Tender,Love Me Tender,1956-11-15,1000000,9000000,1.444258,5.5,21
An Inconvenient Truth,An Inconvenient Truth,2006-01-24,1000000,46243000,14.139004000000002,6.7,251
Sands of Iwo Jima,Sands of Iwo Jima,1949-12-14,1000000,7800000,3.8510000000000004,6.2,33
The Green Inferno,The Green Inferno,2014-09-04,5000000,6833445,17.845160999999997,5.0,349
The Sessions,The Sessions,2012-05-02,1000000,9138338,9.115486,6.6,179
Two Girls and a Guy,Two Girls and a Guy,1997-09-07,1000000,2057193,4.86805,5.4,24
Who Killed the Electric Car?,Who Killed the Electric Car?,2006-08-04,1000000,1678874,5.3231839999999995,7.2,59
The Broken Hearts Club: A Romantic Comedy,The Broken Hearts Club: A Romantic Comedy,2000-02-01,1000000,1744858,3.4241580000000003,6.3,25
Brigham City,Brigham City,2001-03-30,1000000,852206,0.28008299999999997,7.3,4
Fiza,Fiza,2000-09-08,1000000,623791,0.043023,6.1,7
Blue Car,Blue Car,2002-01-11,1000000,464000,0.6726949999999999,6.7,13
Jagal,The Act of Killing,2012-08-31,1000000,444575,8.887411,7.5,210
Taxi to the Dark Side,Taxi to the Dark Side,2007-04-30,1000000,274661,0.7485649999999999,6.6,53
Alone With Her,Alone With Her,2006-04-28,1000000,10018,2.175696,6.2,20
Special,Special,2006-01-30,1000000,7202,1.260314,6.6,32
Charly,Charly,1968-09-23,950000,814666,0.17868900000000001,6.6,28
On the Waterfront,On the Waterfront,1954-06-22,910000,9600000,16.015598999999998,8.0,357
L!fe Happens,L!fe Happens,2011-06-18,930000,30905,5.974156,5.3,66
"4 luni, 3 săptămîni și 2 zile","4 Months, 3 Weeks and 2 Days",2007-08-24,852510,1185783,9.270133,7.3,156
Hard Candy,Hard Candy,2005-01-14,950000,7022209,25.918007,6.8,701
The Quiet,The Quiet,2005-09-12,900000,381420,4.0971,6.1,73
Bambi,Bambi,1942-08-14,858000,267447150,47.651878,6.8,1405
Latter Days,Latter Days,2003-07-10,850000,819939,5.4249160000000005,6.7,56
"For a Good Time, Call...","For a Good Time, Call...",2012-08-31,850000,1243961,14.238376,5.8,110
